"School Name","Session Date",Question
,09/10/2018," How can we make best use of the Atrium?"
,08/10/2018,"International Men's Day is 19th November. The theme is 'positive role models'. Who should we fundraise for?"
"Sutton Valence Preparatory School",08/10/2018,"What theme shall we have for guy making?"
"Fairford Primary",08/10/2018,"What would make a good house treat?"
"Tangmere Primary Academy",08/10/2018,"Which activities would you like the Playground Buddies to organise at playtimes?"
Hollymount,08/10/2018,"What charity would you like to support next half term?"
"Harold Wood",08/10/2018,"The Christmas Fayre is on Saturday 1st December. The PTA would like the Children of Harold Wood School to run a stall. What stall do you think should be run?"
"Elmhurst School",08/10/2018,"What would help you to remember when the library is open so that you could use it?"
"Denham Green",08/10/2018,"Which key word do you think best describes our topic lessons at Denham Green?"
"Lord Grey Academy",07/10/2018,"Do Year 11 students want Year Books?"
"The Hart School",07/10/2018,"How far would you agree with this statement? “I would like a better understanding of mental health and well-being""?"
"Manchester Enterprise Academy",07/10/2018,"Should 16 and 17 year old be allowed to vote?"
"Little Ealing Primary School",07/10/2018,"Which charity would you like to support this year?"
"Copeland Road Primary",06/10/2018,"What would be your favourite topping on a yoghurt?"
"Bransty Primary School",05/10/2018,"How would you like to celebrate getting the star hoodie or postcard?"
"Kingswood House School",05/10/2018,"Should we continue to have star badges?"
"University Academy Holbeach",05/10/2018,"How can we reduce the amount of litter on the yard?"
"Bransty Primary School",05/10/2018,"How would you like to celebrate getting the star hoodie or the postcard?"
"LDE UTC",05/10/2018,"What would you like your Learner Council to be called?"
,05/10/2018,"Which ""special"" meal would you like to see served in the canteen? In the week beginning 22nd October. ?"
,04/10/2018,"Which ""special"" meal would you like to see served in the canteen? In the week beginning 22nd October. ?"
,04/10/2018,"Which ""special"" meal would you like to see served in the canteen?  Week beginning 22nd October. ?"
,04/10/2018,"Which of the following projects should the student council run first?"
"Eastborough School",04/10/2018,"How should we raise money for Children in Need this year?"
,04/10/2018,"Knife crime is not necessarily something to worry about at Bradfield School, but it is a problem in our city. What do you think would be the best way for the school to raise awareness?"
"The Mill Primary Academy",03/10/2018,"What is the best way to let the Comms Team know your ideas for improving the school?"
,03/10/2018,"What would you like your School Council to be called? ?"
,03/10/2018,"What would you like your School Council to be called? ?"
,02/10/2018,"What would you like to call the Learner Council? ?"
"Hendon School",02/10/2018,"What new things would you like to see during your break and lunch times?"
"Hendon School",02/10/2018,"What new things would you like to see during your break and lunch times?"
"Belmont Junior School",02/10/2018,"We are thinking of running a language club at lunch, which language would you like to learn?"
"Richard Alibon Primary School",02/10/2018,"What maths activities would you like to do during maths week?"
"Templewood School",02/10/2018,"What do you expect from our new SMART School Council? ?"
"George White Junior School",02/10/2018,"Are you happy with the school dinners?"
"Elm Wood Primary School",02/10/2018,"What do you want to do in golden time?"
"Harold Wood",01/10/2018,"What event would you like the Parents' Association to hold?"
"The Mill Primary Academy",01/10/2018,"How can we remind all classes to take part in the Class Meetings?"
"King's Lynn Academy",01/10/2018,"Many restaurants are taking the tips left by customers on card and using them to pay for their business, in others, when a tip is left in cash share it amongst all staff, whilst others give it to the person who served that table. Who do you think should receive  the tips we give? ?"
"Wroughton Federation",01/10/2018,"What whole school reward systems would you like to have in school? ?"
"Elmhurst School",01/10/2018,"Are children using the library at lunchtimes?"
"The James Cambell Primary School",30/09/2018,"Are there enough activities in the playground?"
"Manor Junior School",30/09/2018,"Which film should we show at the DVD night?"
"Maypole Primary School",30/09/2018,"What do we think makes lessons enjoyable, engaging and memorable?"
"Manor Junior School",30/09/2018,"Which film should we show at the DVD night?"
"Manchester Enterprise Academy",29/09/2018,"It is very busy inside and out at whole school break, how can we make this time more pleasurable?"
"Elms Farm School",28/09/2018,"How shall we remember to do our class meetings? ?"
"The Hart School",28/09/2018,"Do you think the safety of students will be put at risk, if ALL crossing patrols are removed from the front of the school?"
,27/09/2018,"What should we call the Learner Council? ?"
"Portfield Primary Academy",26/09/2018,"How do we decide on a communications team ? ?"
"Ashbridge Independent School",26/09/2018,"What should school council do next?"
"MHSG Prep",25/09/2018,"We would like a new buddy bench in our playground. Which one would you like?"
"Elm Wood Primary School",25/09/2018,"What healthy food would you buy from a tuck shop?"
"Blackheath Prep",24/09/2018,"To make our school more environmentally friendly, what should we do?"
"Ashbridge Independent School",24/09/2018,"Can you offer something to school council?"
"Ashbridge Independent School",24/09/2018,"Can you offer something to school council?"
"George White Junior School",24/09/2018,"Which school logo do you prefer? ?"
"Manchester Enterprise Academy",24/09/2018,"What do you think about the new ACE point reward system?"
,24/09/2018,"Who do you think should make the big decisions in school? ?"
"Manchester Enterprise Academy",23/09/2018,"Should you do something kind for others daily?"
"Manchester Enterprise Academy",23/09/2018,"What do you think about the new ACE point reward system?"
,23/09/2018,"Who do you think should make big decisions in school?"
"King's Lynn Academy",23/09/2018,"It is estimated that 225 different languages are spoken in Europe (and at least 9 different ones at KLA). September 26th is European Day of Languages when we celebrate the wide range of languages spoken in Europe. What is the best thing about learning/speaking another language?"
"Elms Farm School",22/09/2018,"What would you like to call your Learner Voice? ?"
"The Brigg Infants",21/09/2018,"What would you like to eat on a special children 's choice day?"
"Gateway Primary Free School",21/09/2018,"How can we remind classes to do their class meetings?"
"Oundle Primary School",20/09/2018,"What charities shall we raise money for this year?"
"Copeland Road Primary",20/09/2018,"Do you want to wear fancy dress to the disco on Nov 1st?"
"Elmhurst School",20/09/2018,"What name should we give to Mrs Hoft's room?"
"Oxclose Community Academy",20/09/2018,"Which charity should our school raise money for this year?"
"Littlegreen School",19/09/2018,"Littlegreen School is getting an outdoor gym. What piece of equipment would you like to use?"
"The Hart School",19/09/2018,"Which charity would you like The Hart School and your individual year groups to raise money for?"
"Parochial CE Primary School",19/09/2018,"What action groups do we need in at Parochial?"
"Lord Grey Academy",19/09/2018,"What could we do as a school to improve road safety?"
"Littlegreen School",18/09/2018,"Littlegreen School is getting an outdoor gym. What piece of equipment would you like to use?"
"St Michael's Primary School",18/09/2018,"How can we Fundraise for Children in Need 2018?"
"The Mill Primary Academy",18/09/2018,"How can we remind all classes to take part in the Class Meetings?"
"Elm Wood Primary School",18/09/2018,"What prize should pupils with 100% attendance get at the end of the term?"
"Beacon High",18/09/2018,"Which charity should Irvine House support this year?"
"Littlegreen School",18/09/2018,"Littlegreen School is getting an outdoor gym. What piece of equipment would you like to use?"
"King's Lynn Academy",17/09/2018,"FROM MR FLETCHER: An external visitor has recently said that compared to previously, behaviour is much better. He described it as ""impeccable"" Do you agree? ?"
"King's Lynn Academy",17/09/2018,"FROM MR FLETCHER: An external visitor has recently said that compared to previously, behaviour is much better. He described it as ""impeccable"" Do you agree? ?"
"Littlegreen School",16/09/2018,"Littlegreen School is getting an outdoor gym.  What piece of equipment would you like to use?"
"Littlegreen School",16/09/2018,"Littlegreen School is getting an outdoor gym.  What piece of equipment would you like to use?"
"The James Cambell Primary School",16/09/2018,"How safe do you feel at school?"
"Maypole Primary School",14/09/2018,"What shall we call the new building next to the Cage?"
"Whitfield Aspen",12/09/2018,"What would you like school council to achieve this year?"
"Whitfield Aspen",12/09/2018,"What important topics should we discuss this year?"
"New Bewerley Community School",12/09/2018,"What after school clubs would you like to go to?"
"Ashbridge Independent School",12/09/2018,"Can you offer something to school council?"
"University Academy Holbeach",12/09/2018,"How can we remind tutor groups to do their class meetings?"
Martinshaw,11/09/2018,"Which charity would you like our profit from the Groby Street Fayre to go towards?"
"Bowling Park Primary",11/09/2018,"What should be the reward for going above and beyond in your lessons?"
"Plantation Primary",11/09/2018,"What area of our school life would you like to improve in our school?"
"Manchester Enterprise Academy",11/09/2018,"Should you do something kind for others daily?"
"Sutton Valence Preparatory School",10/09/2018,"Welcome to the new school year! What environmental issue WITHIN SCHOOL would you like to be discussed further and why?"
"Burnage Academy for Boys",10/09/2018,"What would make you visit the school website?"
"Manchester Enterprise Academy",09/09/2018,"Are there more, smaller, rewards we could offer daily / weekly?"
"Manchester Enterprise Academy",09/09/2018,"Should you do something kind for others daily?"
"Russells Hall Primary School",07/09/2018,"How can we best use the new courtyard?"
"Hendon School",07/09/2018,"Should Hendon School ban energy drinks?"
"The democracy academy",05/09/2018,"How should we make sure that each class rememebers to do their class meeting?"
"Ashbridge Independent School",04/09/2018," Sample Question?"
"Ashbridge Independent School",04/09/2018," What should we work towards in the next year?"
"Ellesmere Port Catholic High School",01/09/2018,"What is the most important outcome of oracy to you?"
"Ellesmere Port Catholic High School",01/09/2018,"What British Value is most important to you?"
"Ellesmere Port Catholic High School",01/09/2018,"What if a focus on oracy encourages a generation of over-confident Boris Johnson clones?"
,30/08/2018,"new question ?"
,23/07/2018,"What should we do with the left-over budget?"
"Maypole Primary School",16/07/2018,"The first charity you have chosen to support is Children in Need. How would you like to raise money for them?"
,16/07/2018,"What should we do with the left-over budget?"
"King's Lynn Academy",15/07/2018,"Mr McLean would like to know, now most exams are finished, how you would improve the exam period (not having them is NOT an option)?"
"Hendon School",13/07/2018,"This term we want to work on some community projects, which would be your choice for us to work together on? ?"
"Hendon School",13/07/2018,"This term we want to work on some community projects, which would be your choice for us to work together on? ?"
"Oxclose Community Academy",12/07/2018,"If we were going to refurbish an area within our school, where would you like it to be?"
,11/07/2018,"How should we improve our uniform?"
"Manchester Enterprise Academy",11/07/2018,"Should you do something kind for others daily?"
"Burnage Academy for Boys",10/07/2018,"Which of these local charities should we help and support from September?"
"The Hart School",10/07/2018,"T+L: What type of Displays would you find useful in your classrooms?"
"Parochial CE Primary School",10/07/2018,"Do you have what it takes to be part of next year's School Council? ?"
"King's Lynn Academy",08/07/2018,"As you were told earlier in the year, we are changing our vision statement (motto) from ""learning without limits"" to ""success in all we do"", with the core values of respect, aspiration and resilience. We would like to choose the logo that we'll use for this, what do you think?"
"Ellesmere Port Catholic High School",06/07/2018,"Is it morally right to introduce a sugar tax on fizzy drinks?"
"Holycroft Primary School",06/07/2018,"We raised £154.17 for Prince Harry and Meghan's charities.  Which charities would you like to give it to? The Communication Team have chosen their top 4 for you to choose from. ?"
"The Democracy Academy",05/07/2018,"We would like to cut-down on our use of disposable plastics in school. How should we do it?"
"The Democracy Academy",05/07/2018,"How can we promote reading at home?"
,05/07/2018,"We would like to cut-down on our use of disposable plastics in school. How should we do it?"
,05/07/2018,"How can we encourage you to read more at home? ?"
"Manor Park First School",04/07/2018,"How on a scale of 1-5 do you feel about the manor park shop?"
"Stanground st Johns",04/07/2018,"Linking to the question from last time.  Now, which of the 4 R's do we think is most important to our learning?"
"Manchester Enterprise Academy",03/07/2018,"Are there more smaller rewards we could offer daily/weekly?"
"Littlegreen School",03/07/2018,"What do you use the station for?"
"Littlegreen School",03/07/2018,"Who should we walk for?"
"Littlegreen School",03/07/2018,"Who should we walk for?"
"Littlegreen School",03/07/2018,"What do you use the station for?"
"Littlegreen School",03/07/2018,"What do you use the station for?"
"Littlegreen School",03/07/2018,"What do you use the station for?"
"Littlegreen School",03/07/2018,"What do you use the station for?"
"Elm Wood Primary School",02/07/2018,"Which charities should we fundraise for in September?"
Hollymount,28/06/2018,"What reading prizes would you like?"
"Richard Alibon Primary School",28/06/2018,"What would you like to do for an art themed day?"
"Priory School",28/06/2018,"What days should we hold more of in school?"
"Varna Primary School",27/06/2018,"How should the new School Council be chosen? ?"
"Varna Primary School",27/06/2018,"How should the new School Council be chosen? ?"
"Manchester Enterprise Academy",27/06/2018,"Should bottled watter/juice be banned?"
"New Bewerley Community School",27/06/2018,"In September, our school is applying for Investors In Pupil status. Is your class prepared for this?"
"Ellesmere Port Catholic High School",27/06/2018,"Is school the correct setting for healthy food to be served?"
"Chadwell St. Mary Primary",27/06/2018,"How does your teacher challenge you in your Maths lessons?"
"Heston Primary School",26/06/2018,"What type of workshops would you like more of?"
"Maypole Primary School",26/06/2018,"Which charities would you like to support next year?"
"King's Lynn Academy",25/06/2018,"At KLA we throw away hundreds of plastic bottles a week. What could we do to reduce this number? ?"
"The Mill Primary Academy",24/06/2018,"What should the reward be for the winning house for Sports Day?"
"Ministry of Stories",23/06/2018,"What type of writing would you like to do next at Ministry of Stories? All three groups will do the same type: Thursday and Saturday Clubs in the autumn, Tuesday Club in the spring term. ?"
ol-amil-test,21/06/2018,"Why were the images not appearing?"
ol-amil-test,21/06/2018,"What is causing problems with the SSCC site?"
"Stanground st Johns",20/06/2018,"Linking to our philosophy assemblies and thinking about life as a puzzle, which of the subjects we learn at school help us most in completing our life puzzle?  Make sure you can explain your answer and give reasons why.?"
"Bryn Celynnog Comprehensive School",20/06/2018,"Do you think out of school achievements should be recognised in the ClassCharts reward system?"
"Manchester Enterprise Academy",20/06/2018,"Do you feel prepared for the next stage of your education/career?"
"Swallow Dell",20/06/2018,"Where do you feel safe in school?"
"Silverdale School",20/06/2018,"How are we going to fund the lockers?"
"Heston Primary School",20/06/2018,"What would you like to make/do during International Week?"
"Varna Primary School",19/06/2018,"How would you like to learn about Maths?"
"Holycroft Primary School",19/06/2018,"Should our assemblies be mainly Christian collective worship? ?"
"Harold Wood",18/06/2018,"As part of our Behaviour System, do you think that the 'Star' should be re-introduced as part of the Cloud System? If you think yes, what would you expect to see someone do to get onto the 'Star'?"
"Portfield Primary Academy",18/06/2018,"How can we improve lunch time behaviour?"
"Graham School",15/06/2018,"If we offered students breakfast at school each morning - what would you want to eat?"
"Seymour Primary School",14/06/2018,"How can playleaders be used to make sure more children have good playtimes?"
"Seymour Primary School",14/06/2018,"FOSS would like to introduce new foods on the fruit trolley in the mornings.  They will select those with the most votes.  Which of the options do you think most children will like?"
"The Brigg Infants",14/06/2018,"What will our classes be called next year?"
"Bransty Primary School",14/06/2018,"Library suggestions?"
"Blackheath Prep",14/06/2018,"Is there too much food waste at lunchtime?"
"Blackheath Prep",14/06/2018,"Should the school operate a 1:1 iPad scheme in the Prep phase of the school?"
"Seymour Primary School",13/06/2018,"What would be the best thing for playleaders to do to help ensure we all have good playtimes?"
"Seymour Primary School",13/06/2018,"What would be the best thing for playleaders to do to encourage good playtimes?"
"Seymour Primary School",13/06/2018,"What would be the best thing for playleaders to do to encourage good playtimes?"
"The Mill Primary Academy",13/06/2018,"Most important sporting value?"
"Richard Alibon Primary School",13/06/2018,"How would you like to celebrate sports week in school?"
"Dame Allans Junior School",13/06/2018,"Which of these ideas do you think would improve the playground the most?"
"Manchester Enterprise Academy",13/06/2018,"Do police belong in schools?"
"Heston Primary School",13/06/2018,"What workshops would you want to participate in during International week?"
"Varna Primary School",12/06/2018,"How can we improve attendance even more at Varna?"
"Maypole Primary School",11/06/2018,"How should we choose next year's Communication Team?"
"Elm Wood Primary School",11/06/2018,"What additional fruit would you like?"
"King's Lynn Academy",11/06/2018,"A Chinese town has introduced a ""zombie lane"" on their pavements for those people who walk around staring at their phones. Do you think this is a good idea? ?"
"Sandbach High School &amp; Sixth Form College",11/06/2018,"Mrs Betts would like to know which of the following types of marking do you feel helps you the most to improve in a subject?"
"Ditcham Park school",10/06/2018,"How can we improve our playtimes?"
"Appleton Roebuck Primary School",09/06/2018,"If we had a trolley outside at playtimes selling healthy snacks, would you use it?"
"The Brigg Infants",07/06/2018,"What makes a perfect school?"
"Priory School",07/06/2018,"What games would you like on the benches in the quiet area?"
"Richard Alibon Primary School",06/06/2018,"What motivates you to learn and be involved in a lesson?"
"Varna Primary School",05/06/2018,"How can we encourage children to read more at home?"
Hollymount,05/06/2018,"What activities would you like for the readers tea party?"
"Manchester Enterprise Academy",04/06/2018,"Do you know what your rights are as a child?"
"Hendon School",04/06/2018,"Q1 Would you prefer to have a)15 minute morning and 10 minute afternoon registration or b) midmorning 25 minute mentoring slot.    Q2) Would you like to a) extend the lunchtime to an hour (but stay longer at the end of the day, an additional 15 mins) or b) keep it the same and go home at the same time  ?"
"Little Ealing Primary School",03/06/2018,"Would you like Little Ealing to have a school uniform? ?"
"Portfield Primary Academy",01/06/2018,"How can we best improve our school attendance?"
"Bryn Celynnog Comprehensive School",24/05/2018,"Do you feel you understand how to revise properly?"
"Varna Primary School",23/05/2018,"How can we ensure that everyone has a happy and enjoyable breaktime?"
"New Bewerley Community School",23/05/2018,"What would you like in the playground?"
"Sandbrook Primary School",23/05/2018,"What other activities would you like outside?"
"The Mill Primary Academy",23/05/2018,"We'd like to celebrate your success for gaining silver and gold mathletics certificates. What would you like the reward to be? ?"
"Swallow Dell",23/05/2018,"You are playing an online game with your friends and someone repeatedly calls you unkind names. Do you?"
"The Hart School",22/05/2018,"Which of these four areas would you like to see improved the most?"
"Elm Wood Primary School",21/05/2018,"What should the prizes for Elm Wood's Got Talent Be?"
"De Lisle College",21/05/2018,"Which of these areas needs reviewing most? What would you most like to see changed?"
"King's Lynn Academy",21/05/2018,"Across the UK there are young girls suffering each month with their periods because of Period Poverty - the inability to afford sanitary products. It is often preventing students from attending school during their periods. What do you think could be done to solve this issue? ?"
"Cheetham CE Community Academy",21/05/2018,"Some children from Y6 will be burying a time capsule at the end of this year. What would best represent our school now? ?"
"Harold Wood",18/05/2018,"We recently took part in a 'Steps challenge' - which we achieved! The Sports Crew would like to hold another active challenge; what would you like it to be?"
"Parochial CE Primary School",18/05/2018,"If we won a £500 grant for Eco, what should we spend the money on? ?"
"Manor Field Primary School",17/05/2018,"What new sports clubs would you like to take part in?"
"Littlegreen School",17/05/2018,"Which cancer charity would you like the sponsored walk to raise money for?"
"Richard Alibon Primary School",16/05/2018,"What snack would you like in the new tuck shop?"
"Stanground st Johns",16/05/2018,"We have nearly been running our new school council format for a whole school year now and we want to know what you all think about it - should we continue the same format next year or change it?"
"Oxclose Community Academy",16/05/2018,"Would you like the school to have a prefect system?"
"Manor Park First School",16/05/2018,"What would you do if you saw something you didn't like on the internet? ?"
"Manor Park First School",16/05/2018,"What would you do if you saw something you didn't like on the internet? ?"
"Manor Park First School",16/05/2018,"What would you do if you saw something you didn't like on the internet? ?"
"Varna Primary School",15/05/2018,"How could we further improve PE lessons at Varna? ?"
"Ellesmere Port Catholic High School",15/05/2018,"Litter on the yard is becoming an increasingly larger issue.  ?"
"Ellesmere Port Catholic High School",15/05/2018,"Litter on the yard is becoming an increasingly larger issue.  ?"
"Manchester Enterprise Academy",15/05/2018,"Which infused water have you tried before?"
"Plantation Primary",15/05/2018,"What reward would you prefer if your house gets the most house points in a term? ?"
"Maypole Primary School",14/05/2018,"What charity should we raise money for in Term Six?"
"King's Lynn Academy",14/05/2018,"Is it ok that programmes such as soaps have stories about such serious topics as suicide and rape before the 9pm watershed? ?"
"Sutton Valence Preparatory School",13/05/2018,"Leadership Week: 'Sport' was, by far, the favourite for an activity! How could we decide our sports groups?"
"Graham School",12/05/2018,"What would you like to do for the Bronze Reward?"
"Silverdale School",11/05/2018,"Which issue would you like the school council to deal with next? (Please add your forms suggestions for solutions in the actions section)?"
"Priory School",10/05/2018,"What colour would you like the benches in the quiet area to be?"
"Copeland Road Primary",10/05/2018,"Do you enjoy Maths lessons?"
"Sandbrook Primary School",10/05/2018,"Where would you like our whole school art project to be displayed?"
"The Westborough School",10/05/2018,"How can we continue to improve our school class attendance ?"
"Richard Alibon Primary School",09/05/2018,"How can we improve our lunchtime provision?"
"Bryn Celynnog Comprehensive School",09/05/2018,"What feature would you like to see regularly on Bryn Parliament Twitter Feed?"
,09/05/2018,"What would you like to see feature regularly on Bryn Parliament Twitter Feed?"
"Manchester Enterprise Academy",09/05/2018,"Which charity should we raise money for at the Year 7 Summer Ball?"
"Stanground st Johns",09/05/2018,"We value fellowship in the school but are having issues with the grass on the field - what should we do?"
"Heston Primary School",09/05/2018,"How should we raise money for our school?"
"The Catholic High School",08/05/2018,"From September, school will finish at 2pm on a Monday. As a school we would like to offer some activities for you to take part in between 2pm and 3pm. Which of the following activities would you like? You may vote for one activity per person?"
"Varna Primary School",08/05/2018,"When parents come class to see an E-Safety lesson, what would you like to be doing?"
"Elm Wood Primary School",07/05/2018,"What is your choice for Golden Time?"
"Parochial CE Primary School",04/05/2018,"How can you make sure your class win the NEW eco-wreath?"
"Parochial CE Primary School",04/05/2018,"How can you make sure your class win the NEW eco-wreath?"
"Seymour Primary School",03/05/2018,"FOSS would like to introduce some new foods on the fruit trolley in the mornings.  They will select those with the most votes.  Which of the options do you think most children will like?"
"Minehead Middle School",03/05/2018,"Would you like these uniform options?"
"Sandbrook Primary School",03/05/2018,"Which whole school Art project would you like to take part in?"
"Harold Wood",03/05/2018,"We do all of these in school to help keep you safe, which two of these makes you feel safest?"
"Dame Allans Junior School",02/05/2018,"Which of these charities would you like our school to support next?"
"Heston Primary School",02/05/2018,"What should we do more of in school?"
"Littlegreen School",02/05/2018,"Littlegreens' sponsored walk is on the 26th June, what type of charity would you like to raise money for?"
"Varna Primary School",01/05/2018,"Which logo would you like to represent The Varna Vipers?"
"Richard Alibon Primary School",01/05/2018,"How would you like to be rewarded for your hard work on TT Rockstars?"
"Elm Wood Primary School",30/04/2018,"What shall we sell on stalls for Macmillan Fundraising?"
"The Mill Primary Academy",30/04/2018,"Do you enjoy spelling lessons and do you play quizzes and games to help you remember?"
"Stanground st Johns",30/04/2018,"Which group of Christian values is most important?"
"Manchester Enterprise Academy",30/04/2018,"Should Secondary schools allow your parents to come in and observe you in class more?"
"John Gulson Primary School",30/04/2018,"School clubs was a popular idea last time. When would be the best time to target more school clubs?"
"Cheetham CE Community Academy",30/04/2018,"How should we raise money for Francis House Hospice during Children's Hospice Week?"
"Freehold Community Primary Academy",29/04/2018,"How can we improve the children's section on our school website?"
"King's Lynn Academy",29/04/2018,"Men are far less likely to ask for help when they start to feel unwell, which has led to more deaths from preventable/curable diseases. How do we change this culture and encourage more men to seek help when they need it?"
"Bedford Road Primary School",28/04/2018,"What makes you proud to be part of Bedford Road Primary?"
"Bedford Road Primary School",28/04/2018,"What makes you proud to be part of Bedford Road Primary?"
"Copeland Road Primary",28/04/2018,"Do you like having a quiet area on the playground?"
"Bransty Primary School",27/04/2018,"Can we create a reflective (quiet/ calm) area near the tyres by the Close gate? What could we add here?"
Hollymount,26/04/2018,"Which charity would you to support in a mufti day?"
"Sandbrook Primary School",26/04/2018,"Behaviour in school is...?"
"The Westborough School",26/04/2018,"How could we reduce litter in the school?"
"Swallow Dell",25/04/2018,"How would you like to celebrate the Royal Wedding in May?"
"Heston Primary School",25/04/2018,"What would help make you feel happier/safer at lunchtimes?"
"Burnage Academy for Boys",24/04/2018,"How can we make the school dining room better for everyone?"
"Richard Alibon Primary School",24/04/2018,"What new things would you like in Toytopia?"
"St John's Church School",24/04/2018,"What activities would you like to do for this year's Health Week?"
"Ellesmere Port Catholic High School",24/04/2018,"Should YouTube be blocked on school computers? ?"
"Alston Lane Catholic Primary School",23/04/2018,"What would improve playtime at Alston Lane?"
"Maypole Primary School",23/04/2018,"In Term six, we are going to be raising money for charity. What charity should we raise money for?/?"
"Barnsole Primary School",23/04/2018,"Which fundraising lunchtime activities would you like to have to raise money for the quiet areas?"
"De Lisle College",23/04/2018,"What would you most like to see changed at De Lisle?"
"Elm Wood Primary School",23/04/2018,"How can we raise money for Elm Wood Primary School?"
"Saltdean Primary",23/04/2018,"What reward would you prefer for the team who gets the most house points? ?"
"Kingsthorpe College",23/04/2018,"We are going to be raising money to spend on something for the school, that directly benefits the students. So far we have raised £400 but we hope to raise much more. What do you think this money should be spent on?"
"Littlegreen School",23/04/2018,"Would you like to see a change to the school uniform?"
"Maypole Primary School",23/04/2018,"How can we improve attendance and punctuality?"
"Little Ealing Primary School",22/04/2018,"What kind of playground equipment would you like us to buy?"
"Varna Primary School",22/04/2018,"How would you like to learn more about E- Safety?"
"Sutton Valence Preparatory School",22/04/2018,"What would be your favourite activity during Leadership Week? Our theme is the School Ethos: 'Where each cares for all and individuality is cherished'.?"
"Plantation Primary",22/04/2018,"We are still having an issue with litter especially after school. What should we do about it? ?"
"Parochial CE Primary School",20/04/2018,"What would you like to do on Spanish Day?"
"Priory School",19/04/2018,"Where in the school should we improve behaviour?"
"Graham School",19/04/2018,"If we create a Podcast radio for Graham school, what would you want included in the Podcasts?"
"Boxford Primary",19/04/2018,"What shall we stock in the shop?"
Hollymount,18/04/2018,"What can we do to keep the school tidier?"
,18/04/2018,"What house group award would you like the  most?"
"The Latymer School",18/04/2018,"Do you think there are enough spaces for lunch and break-time socialising in the school?"
"Sandbrook Primary School",18/04/2018,"What school lunchtime games would you like this half term?"
"Manchester Enterprise Academy",18/04/2018,"Do Violent Video Games Make People More Violent in Real Life?"
"Heston Primary School",18/04/2018,"What activities would you like to see in the playground during the summer?"
"The Mill Primary Academy",17/04/2018,"How often do you do spelling lessons each week and what do you think about how we learn spellings at The Mill?"
"Seymour Primary School",17/04/2018,"What would you like to do for the Summer term Gold Reward?"
"Richard Alibon Primary School",17/04/2018,"How can your family be more involved in your school life?  ?"
"King's Lynn Academy",17/04/2018,"What do you think would encourage students at KLA to read more?"
,17/04/2018,"Which bags are better for the environment?"
"Aveley Primary",16/04/2018,"How should we make sure that each class is doing their class meetings?"
"Aveley Primary",16/04/2018,"How should we make sure that each class is doing their class meetings?"
"Cheetham CE Community Academy",16/04/2018,"Which Children's Hospice should we raise money for during Children's Hospice Week?"
"Christ Church Academy",15/04/2018,"What would you like to spend your Tenner Challenge Money on?"
"Littlegreen School",15/04/2018,"At the end of last half term the swear jar had £51.50 in it. What would you like to do with the money?"
"Denham Green",14/04/2018,"We have been donated some money. What should we spend it on?"
"The Westborough School",12/04/2018,"What should we name our school Houses?"
"Belmont Infant School",29/03/2018,"Can we improve our playground experience?"
"Silverdale School",29/03/2018,"Which change to uniform would you most like to see?"
"Manor Field Primary School",28/03/2018,"What food would you like to be available from the 'Manor-Peeled' fruit shop?"
"Sandbach High School &amp; Sixth Form College",27/03/2018,"Mrs Hulse and the admin team would like to ask the following question.  Would you like new whole school lockers?  The lockers would be larger and would improve the overall look of the school and not look so untidy.  The cost would increase form £10.00 to £17.00 for annual rental.?"
"Maypole Primary School",26/03/2018,"In term 6, we will do some fundraising, who would you like to do it for?"
"Manchester Enterprise Academy",26/03/2018,"Do you think the attacks brought communities together?"
"The Mill Primary Academy",25/03/2018,"What would you like as an activity for your Sports day this year?"
,23/03/2018,"What type of fruit would you like to see on the fruit trolley?"
"Seymour Primary School",21/03/2018,"How do you think the balls should be used on the field during summer term?"
"Manor Park First School",21/03/2018,"Which of these Action Groups is the most important to you? ?"
"Sandbrook Primary School",21/03/2018,"What would help children improve their attendance?"
"Manchester Enterprise Academy",21/03/2018,"Do you think we should do more to help charities and if so which ones and how?"
"Charles  Kingsleys Primary School",21/03/2018,"During the race for life would you like to dress up?"
"Richard Alibon Primary School",20/03/2018,"There is a problem with litter in the dinner hall. What should we do?"
"Holycroft Primary School",20/03/2018,"Which privilege is the best for G2BG children?"
"Graham School",20/03/2018,"How can be create a community of respect at Graham School?"
"Graham School",20/03/2018,"How do we improve the queues at lunchtime and break time?"
"Graham School",20/03/2018,"How can be create a community of respect at Graham School?"
"Graham School",20/03/2018,"How do we improve the queues at lunchtime and break time?"
"Graham School",20/03/2018,"How can be create a community of respect at Graham School?"
"Graham School",20/03/2018,"How can be create a community of respect at Graham School?"
"Elm Wood Primary School",19/03/2018,"How to raise money for the Macmillan Nurses in the Summer term?"
"John Harrox Primary School",19/03/2018,"What new activity would you like to see during this years sports week?"
"Barnsole Primary School",19/03/2018,"What fundraising activities would you like at the end of term 5 during our fundraising week to help raise money for the quiet areas?"
"Barnsole Primary School",19/03/2018,"What fundraising activities would you like at the end of term 5 during our fundraising week to help raise money for the quiet areas?"
"Dukesgate Academy",19/03/2018,"Where does inequality occur the most?"
"Saltdean Primary",19/03/2018,"What new games shall we buy for the KS2 playground?"
"John Gulson Primary School",19/03/2018,"How should we make sure that we can read as well as possible when we leave school?"
"Cheetham CE Community Academy",19/03/2018,"Which lunch choice do you prefer?"
"King's Lynn Academy",19/03/2018,"Should celebrities who have committed crimes lose their jobs? ?"
